Column1;BaWü$FID;BaWü$RS;BaWü$AGS;BaWü$SDV_RS;BaWü$GEN;BaWü$BEZ;BaWü$IBZ;BaWü$BEM;BaWü$SN_L;BaWü$EWZ;Sparkasse;Indikator;Kürzel;Zinsüberschuss;Provisionsüberschuss;Sonstige Erträge;Ertragsposition;Personalaufwand;Andere Verwaltungsaufwand;Sonstige Aufwendungen;Aufwandsposition;Jahresüberschuss vor Steuern;Ergebnis der normalen Geschäftstätigkeit;Bilanzsumme
796;6010;83365006004;8336004;83365006004;Aitern;Gemeinde;64;gemeinschaftsangehörig;8;530;Sparkasse Wiesental;49;SK WIES;0,01170051;0,00607278;0,002006288;0,019779577;0,010239424;0,004698391;0,000529102;0,015466917;0,000694892;0,002862599;1192824702
797;6011;83365006010;8336010;83365006010;Böllen;Gemeinde;64;gemeinschaftsangehörig;8;96;Sparkasse Wiesental;49;SK WIES;0,01170051;0,00607278;0,002006288;0,019779577;0,010239424;0,004698391;0,000529102;0,015466917;0,000694892;0,002862599;1192824702
798;6012;83365006025;8336025;83365006025;Fröhnd;Gemeinde;64;gemeinschaftsangehörig;8;485;Sparkasse Wiesental;49;SK WIES;0,01170051;0,00607278;0,002006288;0,019779577;0,010239424;0,004698391;0,000529102;0,015466917;0,000694892;0,002862599;1192824702
799;6013;83365006079;8336079;83365006079;Schönau im Schwarzwald;Stadt;63;gemeinschaftsangehörig;8;2442;Sparkasse Wiesental;49;SK WIES;0,01170051;0,00607278;0,002006288;0,019779577;0,010239424;0,004698391;0,000529102;0,015466917;0,000694892;0,002862599;1192824702
800;6014;83365006080;8336080;83365006080;Schönenberg;Gemeinde;64;gemeinschaftsangehörig;8;347;Sparkasse Wiesental;49;SK WIES;0,01170051;0,00607278;0,002006288;0,019779577;0,010239424;0,004698391;0,000529102;0,015466917;0,000694892;0,002862599;1192824702
801;6015;83365006089;8336089;83365006089;Tunau;Gemeinde;64;gemeinschaftsangehörig;8;193;Sparkasse Wiesental;49;SK WIES;0,01170051;0,00607278;0,002006288;0,019779577;0,010239424;0,004698391;0,000529102;0,015466917;0,000694892;0,002862599;1192824702
802;6016;83365006090;8336090;83365006090;Utzenfeld;Gemeinde;64;gemeinschaftsangehörig;8;604;Sparkasse Wiesental;49;SK WIES;0,01170051;0,00607278;0,002006288;0,019779577;0,010239424;0,004698391;0,000529102;0,015466917;0,000694892;0,002862599;1192824702
803;6017;83365006094;8336094;83365006094;Wembach;Gemeinde;64;gemeinschaftsangehörig;8;340;Sparkasse Wiesental;49;SK WIES;0,01170051;0,00607278;0,002006288;0,019779577;0,010239424;0,004698391;0,000529102;0,015466917;0,000694892;0,002862599;1192824702
804;6018;83365006096;8336096;83365006096;Wieden;Gemeinde;64;gemeinschaftsangehörig;8;548;Sparkasse Wiesental;49;SK WIES;0,01170051;0,00607278;0,002006288;0,019779577;0,010239424;0,004698391;0,000529102;0,015466917;0,000694892;0,002862599;1192824702
805;6019;83365007034;8336034;83365007034;Hasel;Gemeinde;64;gemeinschaftsangehörig;8;1103;Sparkasse Wiesental;49;SK WIES;0,01170051;0,00607278;0,002006288;0,019779577;0,010239424;0,004698391;0,000529102;0,015466917;0,000694892;0,002862599;1192824702
806;6020;83365007036;8336036;83365007036;Hausen im Wiesental;Gemeinde;64;gemeinschaftsangehörig;8;2371;Sparkasse Wiesental;49;SK WIES;0,01170051;0,00607278;0,002006288;0,019779577;0,010239424;0,004698391;0,000529102;0,015466917;0,000694892;0,002862599;1192824702
807;6021;83365007057;8336057;83365007057;Maulburg;Gemeinde;64;gemeinschaftsangehörig;8;4237;Sparkasse Wiesental;49;SK WIES;0,01170051;0,00607278;0,002006288;0,019779577;0,010239424;0,004698391;0,000529102;0,015466917;0,000694892;0,002862599;1192824702
808;6022;83365007081;8336081;83365007081;Schopfheim;Stadt;63;gemeinschaftsangehörig;8;19823;Sparkasse Wiesental;49;SK WIES;0,01170051;0,00607278;0,002006288;0,019779577;0,010239424;0,004698391;0,000529102;0,015466917;0,000694892;0,002862599;1192824702
809;6023;83365008008;8336008;83365008008;Binzen;Gemeinde;64;gemeinschaftsangehörig;8;3011;Sparkasse Markgräflerland;36;SK MARK;0,011413751;0,005254721;0,004936697;0,021605168;0,009309919;0,004937566;0,0004534;0,014700885;0,001709009;0,003967005;2591660099
810;6024;83365008019;8336019;83365008019;Eimeldingen;Gemeinde;64;gemeinschaftsangehörig;8;2498;Sparkasse Markgräflerland;36;SK MARK;0,011413751;0,005254721;0,004936697;0,021605168;0,009309919;0,004937566;0,0004534;0,014700885;0,001709009;0,003967005;2591660099
811;6025;83365008024;8336024;83365008024;Fischingen;Gemeinde;64;gemeinschaftsangehörig;8;781;Sparkasse Markgräflerland;36;SK MARK;0,011413751;0,005254721;0,004936697;0,021605168;0,009309919;0,004937566;0,0004534;0,014700885;0,001709009;0,003967005;2591660099
812;6026;83365008073;8336073;83365008073;Rümmingen;Gemeinde;64;gemeinschaftsangehörig;8;1867;Sparkasse Markgräflerland;36;SK MARK;0,011413751;0,005254721;0,004936697;0,021605168;0,009309919;0,004937566;0,0004534;0,014700885;0,001709009;0,003967005;2591660099
813;6027;83365008075;8336075;83365008075;Schallbach;Gemeinde;64;gemeinschaftsangehörig;8;788;Sparkasse Markgräflerland;36;SK MARK;0,011413751;0,005254721;0,004936697;0,021605168;0,009309919;0,004937566;0,0004534;0,014700885;0,001709009;0,003967005;2591660099
814;6028;83365008100;8336100;83365008100;Wittlingen;Gemeinde;64;gemeinschaftsangehörig;8;945;Sparkasse Lörrach-Rheinfelden;35;SK LÖR;0,014165325;0,005845292;0,002528638;0,022539255;0,009415354;0,004379159;0,000432892;0,014227406;0,001622165;0,004022924;2911467235
815;6029;83365009103;8336103;83365009103;Zell im Wiesental;Stadt;63;gemeinschaftsangehörig;8;6221;Sparkasse Wiesental;49;SK WIES;0,01170051;0,00607278;0,002006288;0,019779577;0,010239424;0,004698391;0,000529102;0,015466917;0,000694892;0,002862599;1192824702
816;6030;83365009106;8336106;83365009106;Häg-Ehrsberg;Gemeinde;64;gemeinschaftsangehörig;8;854;Sparkasse Wiesental;49;SK WIES;0,01170051;0,00607278;0,002006288;0,019779577;0,010239424;0,004698391;0,000529102;0,015466917;0,000694892;0,002862599;1192824702
817;6031;83370002002;8337002;83370002002;Albbruck;Gemeinde;62;--;8;7236;Sparkasse Hochrhein;29;SK HOCH-R;0,009430801;0,005956639;0,003016653;0,018404094;0,009717314;0,004618415;0,000417733;0,014753463;0,002139543;0,003324156;3329540549
818;6032;83370038038;8337038;83370038038;Görwihl;Gemeinde;62;--;8;4257;Sparkasse Hochrhein;29;SK HOCH-R;0,009430801;0,005956639;0,003016653;0,018404094;0,009717314;0,004618415;0,000417733;0,014753463;0,002139543;0,003324156;3329540549
819;6033;83370062062;8337062;83370062062;Klettgau;Gemeinde;62;--;8;7573;Sparkasse Hochrhein;29;SK HOCH-R;0,009430801;0,005956639;0,003016653;0,018404094;0,009717314;0,004618415;0,000417733;0,014753463;0,002139543;0,003324156;3329540549
820;6034;83370066066;8337066;83370066066;Laufenburg (Baden);Stadt;61;--;8;8967;Sparkasse Hochrhein;29;SK HOCH-R;0,009430801;0,005956639;0,003016653;0,018404094;0,009717314;0,004618415;0,000417733;0,014753463;0,002139543;0,003324156;3329540549
821;6035;83370106106;8337106;83370106106;Stühlingen;Stadt;61;--;8;5248;Sparkasse Bondorf-Stühlingen;22;SK BOND;0,008803685;0,005589575;0,005252262;0,019645522;0,010262224;0,00466976;0,00152165;0,016453634;0,000448927;0,001221442;559111491,6
822;6036;83370116116;8337116;83370116116;Wehr;Stadt;61;--;8;13066;Sparkasse Hochrhein;29;SK HOCH-R;0,009430801;0,005956639;0,003016653;0,018404094;0,009717314;0,004618415;0,000417733;0,014753463;0,002139543;0,003324156;3329540549
823;6037;83375001022;8337022;83375001022;Bonndorf im Schwarzwald;Stadt;63;gemeinschaftsangehörig;8;6901;Sparkasse Bondorf-Stühlingen;22;SK BOND;0,008803685;0,005589575;0,005252262;0,019645522;0,010262224;0,00466976;0,00152165;0,016453634;0,000448927;0,001221442;559111491,6
824;6038;83375001127;8337127;83375001127;Wutach;Gemeinde;64;gemeinschaftsangehörig;8;1216;Sparkasse Bondorf-Stühlingen;22;SK BOND;0,008803685;0,005589575;0,005252262;0,019645522;0,010262224;0,00466976;0,00152165;0,016453634;0,000448927;0,001221442;559111491,6
825;6039;83375002030;8337030;83375002030;Dettighofen;Gemeinde;64;gemeinschaftsangehörig;8;1135;Sparkasse Hochrhein;29;SK HOCH-R;0,009430801;0,005956639;0,003016653;0,018404094;0,009717314;0,004618415;0,000417733;0,014753463;0,002139543;0,003324156;3329540549
826;6040;83375002060;8337060;83375002060;Jestetten;Gemeinde;64;gemeinschaftsangehörig;8;5233;Sparkasse Hochrhein;29;SK HOCH-R;0,009430801;0,005956639;0,003016653;0,018404094;0,009717314;0,004618415;0,000417733;0,014753463;0,002139543;0,003324156;3329540549
827;6041;83375002070;8337070;83375002070;Lottstetten;Gemeinde;64;gemeinschaftsangehörig;8;2253;Sparkasse Hochrhein;29;SK HOCH-R;0,009430801;0,005956639;0,003016653;0,018404094;0,009717314;0,004618415;0,000417733;0,014753463;0,002139543;0,003324156;3329540549
828;6042;83375003053;8337053;83375003053;Hohentengen am Hochrhein;Gemeinde;64;gemeinschaftsangehörig;8;3852;Sparkasse Hochrhein;29;SK HOCH-R;0,009430801;0,005956639;0,003016653;0,018404094;0,009717314;0,004618415;0,000417733;0,014753463;0,002139543;0,003324156;3329540549
829;6043;83375003125;8337125;83375003125;Küssaberg;Gemeinde;64;gemeinschaftsangehörig;8;5399;Sparkasse Hochrhein;29;SK HOCH-R;0,009430801;0,005956639;0,003016653;0,018404094;0,009717314;0,004618415;0,000417733;0,014753463;0,002139543;0,003324156;3329540549
830;6044;83375004039;8337039;83375004039;Grafenhausen;Gemeinde;64;gemeinschaftsangehörig;8;2254;Sparkasse Bondorf-Stühlingen;22;SK BOND;0,008803685;0,005589575;0,005252262;0,019645522;0,010262224;0,00466976;0,00152165;0,016453634;0,000448927;0,001221442;559111491,6
831;6045;83375004128;8337128;83375004128;Ühlingen-Birkendorf;Gemeinde;64;gemeinschaftsangehörig;8;5283;Sparkasse Bondorf-Stühlingen;22;SK BOND;0,008803685;0,005589575;0,005252262;0,019645522;0,010262224;0,00466976;0,00152165;0,016453634;0,000448927;0,001221442;559111491,6
832;6046;83375005049;8337049;83375005049;Herrischried;Gemeinde;64;gemeinschaftsangehörig;8;2812;Sparkasse Hochrhein;29;SK HOCH-R;0,009430801;0,005956639;0,003016653;0,018404094;0,009717314;0,004618415;0,000417733;0,014753463;0,002139543;0,003324156;3329540549
833;6047;83375005076;8337076;83375005076;Murg;Gemeinde;64;gemeinschaftsangehörig;8;7024;Sparkasse Hochrhein;29;SK HOCH-R;0,009430801;0,005956639;0,003016653;0,018404094;0,009717314;0,004618415;0,000417733;0,014753463;0,002139543;0,003324156;3329540549
834;6048;83375005090;8337090;83375005090;Rickenbach;Gemeinde;64;gemeinschaftsangehörig;8;3953;Sparkasse Hochrhein;29;SK HOCH-R;0,009430801;0,005956639;0,003016653;0,018404094;0,009717314;0,004618415;0,000417733;0,014753463;0,002139543;0,003324156;3329540549
835;6049;83375005096;8337096;83375005096;Bad Säckingen;Stadt;63;gemeinschaftsangehörig;8;17195;Sparkasse Hochrhein;29;SK HOCH-R;0,009430801;0,005956639;0,003016653;0,018404094;0,009717314;0,004618415;0,000417733;0,014753463;0,002139543;0,003324156;3329540549
836;6050;83375006013;8337013;83375006013;Bernau im Schwarzwald;Gemeinde;64;gemeinschaftsangehörig;8;1980;Sparkasse St. Blasien;46;SK BLAS;0,013012342;0,00523186;0,002702792;0,020946994;0,009945149;0,004465051;0,000737;0,0151472;0,00103112;0,003358316;476325986,7
837;6051;83375006027;8337027;83375006027;Dachsberg (Südschwarzwald);Gemeinde;64;gemeinschaftsangehörig;8;1386;Sparkasse St. Blasien;46;SK BLAS;0,013012342;0,00523186;0,002702792;0,020946994;0,009945149;0,004465051;0,000737;0,0151472;0,00103112;0,003358316;476325986,7
838;6052;83375006045;8337045;83375006045;Häusern;Gemeinde;64;gemeinschaftsangehörig;8;1326;Sparkasse St. Blasien;46;SK BLAS;0,013012342;0,00523186;0,002702792;0,020946994;0,009945149;0,004465051;0,000737;0,0151472;0,00103112;0,003358316;476325986,7
839;6053;83375006051;8337051;83375006051;Höchenschwand;Gemeinde;64;gemeinschaftsangehörig;8;2634;Sparkasse St. Blasien;46;SK BLAS;0,013012342;0,00523186;0,002702792;0,020946994;0,009945149;0,004465051;0,000737;0,0151472;0,00103112;0,003358316;476325986,7
840;6054;83375006059;8337059;83375006059;Ibach;Gemeinde;64;gemeinschaftsangehörig;8;371;Sparkasse St. Blasien;46;SK BLAS;0,013012342;0,00523186;0,002702792;0,020946994;0,009945149;0,004465051;0,000737;0,0151472;0,00103112;0,003358316;476325986,7
841;6055;83375006097;8337097;83375006097;St. Blasien;Stadt;63;gemeinschaftsangehörig;8;3950;Sparkasse St. Blasien;46;SK BLAS;0,013012342;0,00523186;0,002702792;0,020946994;0,009945149;0,004465051;0,000737;0,0151472;0,00103112;0,003358316;476325986,7
842;6056;83375006108;8337108;83375006108;Todtmoos;Gemeinde;64;gemeinschaftsangehörig;8;1978;Sparkasse Hochrhein;29;SK HOCH-R;0,009430801;0,005956639;0,003016653;0,018404094;0,009717314;0,004618415;0,000417733;0,014753463;0,002139543;0,003324156;3329540549
843;6057;83375007032;8337032;83375007032;Dogern;Gemeinde;64;gemeinschaftsangehörig;8;2364;Sparkasse Hochrhein;29;SK HOCH-R;0,009430801;0,005956639;0,003016653;0,018404094;0,009717314;0,004618415;0,000417733;0,014753463;0,002139543;0,003324156;3329540549
844;6058;83375007065;8337065;83375007065;Lauchringen;Gemeinde;64;gemeinschaftsangehörig;8;7698;Sparkasse Hochrhein;29;SK HOCH-R;0,009430801;0,005956639;0,003016653;0,018404094;0,009717314;0,004618415;0,000417733;0,014753463;0,002139543;0,003324156;3329540549
845;6059;83375007118;8337118;83375007118;Weilheim;Gemeinde;64;gemeinschaftsangehörig;8;3157;Sparkasse Hochrhein;29;SK HOCH-R;0,009430801;0,005956639;0,003016653;0,018404094;0,009717314;0,004618415;0,000417733;0,014753463;0,002139543;0,003324156;3329540549
846;6060;83375007126;8337126;83375007126;Waldshut-Tiengen;Stadt;63;gemeinschaftsangehörig;8;24149;Sparkasse Hochrhein;29;SK HOCH-R;0,009430801;0,005956639;0,003016653;0,018404094;0,009717314;0,004618415;0,000417733;0,014753463;0,002139543;0,003324156;3329540549
847;6061;83375008123;8337123;83375008123;Wutöschingen;Gemeinde;64;gemeinschaftsangehörig;8;6654;Sparkasse Hochrhein;29;SK HOCH-R;0,009430801;0,005956639;0,003016653;0,018404094;0,009717314;0,004618415;0,000417733;0,014753463;0,002139543;0,003324156;3329540549
848;6062;83375008124;8337124;83375008124;Eggingen;Gemeinde;64;gemeinschaftsangehörig;8;1694;Sparkasse Bondorf-Stühlingen;22;SK BOND;0,008803685;0,005589575;0,005252262;0,019645522;0,010262224;0,00466976;0,00152165;0,016453634;0,000448927;0,001221442;559111491,6
849;6063;84150014014;8415014;84150014014;Dettingen an der Erms;Gemeinde;62;--;8;9593;Kreissparkasse Reutlingen;9;KSK REU;0,013251297;0,005279868;0,004465647;0,022996812;0,009719395;0,005228926;0,000241247;0,015189567;0,001304673;0,002895237;5355912190
850;6064;84150019019;8415019;84150019019;Eningen unter Achalm;Gemeinde;62;--;8;11315;Kreissparkasse Reutlingen;9;KSK REU;0,013251297;0,005279868;0,004465647;0,022996812;0,009719395;0,005228926;0,000241247;0,015189567;0,001304673;0,002895237;5355912190
851;6065;84150059059;8415059;84150059059;Pfullingen;Stadt;61;--;8;18471;Kreissparkasse Reutlingen;9;KSK REU;0,013251297;0,005279868;0,004465647;0,022996812;0,009719395;0,005228926;0,000241247;0,015189567;0,001304673;0,002895237;5355912190
852;6066;84150061061;8415061;84150061061;Reutlingen;Stadt;61;--;8;115762;Kreissparkasse Reutlingen;9;KSK REU;0,013251297;0,005279868;0,004465647;0,022996812;0,009719395;0,005228926;0,000241247;0,015189567;0,001304673;0,002895237;5355912190
853;6067;84150073073;8415073;84150073073;Trochtelfingen;Stadt;61;--;8;6366;Kreissparkasse Reutlingen;9;KSK REU;0,013251297;0,005279868;0,004465647;0,022996812;0,009719395;0,005228926;0,000241247;0,015189567;0,001304673;0,002895237;5355912190
854;6068;84150080080;8415080;84150080080;Wannweil;Gemeinde;62;--;8;5331;Kreissparkasse Reutlingen;9;KSK REU;0,013251297;0,005279868;0,004465647;0,022996812;0,009719395;0,005228926;0,000241247;0,015189567;0,001304673;0,002895237;5355912190
855;6069;84150091091;8415091;84150091091;Sonnenbühl;Gemeinde;62;--;8;7144;Kreissparkasse Reutlingen;9;KSK REU;0,013251297;0,005279868;0,004465647;0,022996812;0,009719395;0,005228926;0,000241247;0,015189567;0,001304673;0,002895237;5355912190
856;6070;84150092092;8415092;84150092092;Lichtenstein;Gemeinde;62;--;8;9196;Kreissparkasse Reutlingen;9;KSK REU;0,013251297;0,005279868;0,004465647;0,022996812;0,009719395;0,005228926;0,000241247;0,015189567;0,001304673;0,002895237;5355912190
857;6071;84150093093;8415093;84150093093;St. Johann;Gemeinde;62;--;8;5114;Kreissparkasse Reutlingen;9;KSK REU;0,013251297;0,005279868;0,004465647;0,022996812;0,009719395;0,005228926;0,000241247;0,015189567;0,001304673;0,002895237;5355912190
858;6072;84155001089;8415089;84155001089;Engstingen;Gemeinde;64;gemeinschaftsangehörig;8;5226;Kreissparkasse Reutlingen;9;KSK REU;0,013251297;0,005279868;0,004465647;0,022996812;0,009719395;0,005228926;0,000241247;0,015189567;0,001304673;0,002895237;5355912190
859;6073;84155001090;8415090;84155001090;Hohenstein;Gemeinde;64;gemeinschaftsangehörig;8;3704;Kreissparkasse Reutlingen;9;KSK REU;0,013251297;0,005279868;0,004465647;0,022996812;0,009719395;0,005228926;0,000241247;0,015189567;0,001304673;0,002895237;5355912190
860;6074;84155002029;8415029;84155002029;Grafenberg;Gemeinde;64;gemeinschaftsangehörig;8;2617;Kreissparkasse Reutlingen;9;KSK REU;0,013251297;0,005279868;0,004465647;0,022996812;0,009719395;0,005228926;0,000241247;0,015189567;0,001304673;0,002895237;5355912190
861;6075;84155002050;8415050;84155002050;Metzingen;Stadt;63;gemeinschaftsangehörig;8;21845;Kreissparkasse Reutlingen;9;KSK REU;0,013251297;0,005279868;0,004465647;0,022996812;0,009719395;0,005228926;0,000241247;0,015189567;0,001304673;0,002895237;5355912190
862;6076;84155002062;8415062;84155002062;Riederich;Gemeinde;64;gemeinschaftsangehörig;8;4320;Kreissparkasse Reutlingen;9;KSK REU;0,013251297;0,005279868;0,004465647;0,022996812;0,009719395;0,005228926;0,000241247;0,015189567;0,001304673;0,002895237;5355912190
863;6077;84155003027;8415027;84155003027;Gomadingen;Gemeinde;64;gemeinschaftsangehörig;8;2250;Kreissparkasse Reutlingen;9;KSK REU;0,013251297;0,005279868;0,004465647;0,022996812;0,009719395;0,005228926;0,000241247;0,015189567;0,001304673;0,002895237;5355912190
864;6078;84155003048;8415048;84155003048;Mehrstetten;Gemeinde;64;gemeinschaftsangehörig;8;1402;Kreissparkasse Reutlingen;9;KSK REU;0,013251297;0,005279868;0,004465647;0,022996812;0,009719395;0,005228926;0,000241247;0,015189567;0,001304673;0,002895237;5355912190
865;6079;84155003053;8415053;84155003053;Münsingen;Stadt;63;gemeinschaftsangehörig;8;14418;Kreissparkasse Reutlingen;9;KSK REU;0,013251297;0,005279868;0,004465647;0,022996812;0,009719395;0,005228926;0,000241247;0,015189567;0,001304673;0,002895237;5355912190
866;6080;84155004060;8415060;84155004060;Pliezhausen;Gemeinde;64;gemeinschaftsangehörig;8;9651;Kreissparkasse Reutlingen;9;KSK REU;0,013251297;0,005279868;0,004465647;0,022996812;0,009719395;0,005228926;0,000241247;0,015189567;0,001304673;0,002895237;5355912190
867;6081;84155004087;8415087;84155004087;Walddorfhäslach;Gemeinde;64;gemeinschaftsangehörig;8;5104;Kreissparkasse Reutlingen;9;KSK REU;0,013251297;0,005279868;0,004465647;0,022996812;0,009719395;0,005228926;0,000241247;0,015189567;0,001304673;0,002895237;5355912190
868;6082;84155005028;8415028;84155005028;Grabenstetten;Gemeinde;64;gemeinschaftsangehörig;8;1677;Kreissparkasse Reutlingen;9;KSK REU;0,013251297;0,005279868;0,004465647;0,022996812;0,009719395;0,005228926;0,000241247;0,015189567;0,001304673;0,002895237;5355912190
869;6083;84155005039;8415039;84155005039;Hülben;Gemeinde;64;gemeinschaftsangehörig;8;2920;Kreissparkasse Reutlingen;9;KSK REU;0,013251297;0,005279868;0,004465647;0,022996812;0,009719395;0,005228926;0,000241247;0,015189567;0,001304673;0,002895237;5355912190
870;6084;84155005078;8415078;84155005078;Bad Urach;Stadt;63;gemeinschaftsangehörig;8;12361;Kreissparkasse Reutlingen;9;KSK REU;0,013251297;0,005279868;0,004465647;0,022996812;0,009719395;0,005228926;0,000241247;0,015189567;0,001304673;0,002895237;5355912190
871;6085;84155005088;8415088;84155005088;Römerstein;Gemeinde;64;gemeinschaftsangehörig;8;4045;Kreissparkasse Reutlingen;9;KSK REU;0,013251297;0,005279868;0,004465647;0,022996812;0,009719395;0,005228926;0,000241247;0,015189567;0,001304673;0,002895237;5355912190
872;6086;84155006034;8415034;84155006034;Hayingen;Stadt;63;gemeinschaftsangehörig;8;2200;Kreissparkasse Reutlingen;9;KSK REU;0,013251297;0,005279868;0,004465647;0,022996812;0,009719395;0,005228926;0,000241247;0,015189567;0,001304673;0,002895237;5355912190
873;6087;84155006058;8415058;84155006058;Pfronstetten;Gemeinde;64;gemeinschaftsangehörig;8;1489;Kreissparkasse Reutlingen;9;KSK REU;0,013251297;0,005279868;0,004465647;0,022996812;0,009719395;0,005228926;0,000241247;0,015189567;0,001304673;0,002895237;5355912190
874;6088;84155006085;8415085;84155006085;Zwiefalten;Gemeinde;64;gemeinschaftsangehörig;8;2233;Kreissparkasse Reutlingen;9;KSK REU;0,013251297;0,005279868;0,004465647;0,022996812;0,009719395;0,005228926;0,000241247;0,015189567;0,001304673;0,002895237;5355912190
875;6089;84159971971;8415971;84159971971;Gutsbezirk Münsingen;Gemeindefreies Gebiet;65;--;8;0;Kreissparkasse Reutlingen;9;KSK REU;0,013251297;0,005279868;0,004465647;0,022996812;0,009719395;0,005228926;0,000241247;0,015189567;0,001304673;0,002895237;5355912190
876;6090;84160009009;8416009;84160009009;Dettenhausen;Gemeinde;62;--;8;5487;Kreissparkasse Tübingen;12;KSK TU;0,015537529;0,004503392;0,003788061;0,023828982;0,008784738;0,004896126;0,003608797;0,017289661;0,000435419;0,00224088;5469187358
877;6091;84160022022;8416022;84160022022;Kirchentellinsfurt;Gemeinde;62;--;8;5599;Kreissparkasse Tübingen;12;KSK TU;0,015537529;0,004503392;0,003788061;0,023828982;0,008784738;0,004896126;0,003608797;0,017289661;0,000435419;0,00224088;5469187358
878;6092;84160023023;8416023;84160023023;Kusterdingen;Gemeinde;62;--;8;8552;Kreissparkasse Tübingen;12;KSK TU;0,015537529;0,004503392;0,003788061;0,023828982;0,008784738;0,004896126;0,003608797;0,017289661;0,000435419;0,00224088;5469187358
879;6093;84160041041;8416041;84160041041;Tübingen;Stadt;61;--;8;89447;Kreissparkasse Tübingen;12;KSK TU;0,015537529;0,004503392;0,003788061;0,023828982;0,008784738;0,004896126;0,003608797;0,017289661;0,000435419;0,00224088;5469187358
880;6094;84160048048;8416048;84160048048;Ammerbuch;Gemeinde;62;--;8;11400;Kreissparkasse Tübingen;12;KSK TU;0,015537529;0,004503392;0,003788061;0,023828982;0,008784738;0,004896126;0,003608797;0,017289661;0,000435419;0,00224088;5469187358
881;6095;84165001011;8416011;84165001011;Dußlingen;Gemeinde;64;gemeinschaftsangehörig;8;6089;Kreissparkasse Tübingen;12;KSK TU;0,015537529;0,004503392;0,003788061;0,023828982;0,008784738;0,004896126;0,003608797;0,017289661;0,000435419;0,00224088;5469187358
882;6096;84165001015;8416015;84165001015;Gomaringen;Gemeinde;64;gemeinschaftsangehörig;8;8967;Kreissparkasse Tübingen;12;KSK TU;0,015537529;0,004503392;0,003788061;0,023828982;0,008784738;0,004896126;0,003608797;0,017289661;0,000435419;0,00224088;5469187358
883;6097;84165001026;8416026;84165001026;Nehren;Gemeinde;64;gemeinschaftsangehörig;8;4353;Kreissparkasse Tübingen;12;KSK TU;0,015537529;0,004503392;0,003788061;0,023828982;0,008784738;0,004896126;0,003608797;0,017289661;0,000435419;0,00224088;5469187358
884;6098;84165002006;8416006;84165002006;Bodelshausen;Gemeinde;64;gemeinschaftsangehörig;8;5748;Kreissparkasse Tübingen;12;KSK TU;0,015537529;0,004503392;0,003788061;0,023828982;0,008784738;0,004896126;0,003608797;0,017289661;0,000435419;0,00224088;5469187358
885;6099;84165002025;8416025;84165002025;Mössingen;Stadt;63;gemeinschaftsangehörig;8;20416;Kreissparkasse Tübingen;12;KSK TU;0,015537529;0,004503392;0,003788061;0,023828982;0,008784738;0,004896126;0,003608797;0,017289661;0,000435419;0,00224088;5469187358
886;6100;84165002031;8416031;84165002031;Ofterdingen;Gemeinde;64;gemeinschaftsangehörig;8;5023;Kreissparkasse Tübingen;12;KSK TU;0,015537529;0,004503392;0,003788061;0,023828982;0,008784738;0,004896126;0,003608797;0,017289661;0,000435419;0,00224088;5469187358
887;6101;84165003018;8416018;84165003018;Hirrlingen;Gemeinde;64;gemeinschaftsangehörig;8;3079;Kreissparkasse Tübingen;12;KSK TU;0,015537529;0,004503392;0,003788061;0,023828982;0,008784738;0,004896126;0,003608797;0,017289661;0,000435419;0,00224088;5469187358
888;6102;84165003036;8416036;84165003036;Rottenburg am Neckar;Stadt;63;gemeinschaftsangehörig;8;43615;Kreissparkasse Tübingen;12;KSK TU;0,015537529;0,004503392;0,003788061;0,023828982;0,008784738;0,004896126;0,003608797;0,017289661;0,000435419;0,00224088;5469187358
889;6103;84165003049;8416049;84165003049;Neustetten;Gemeinde;64;gemeinschaftsangehörig;8;3627;Kreissparkasse Tübingen;12;KSK TU;0,015537529;0,004503392;0,003788061;0,023828982;0,008784738;0,004896126;0,003608797;0,017289661;0,000435419;0,00224088;5469187358
890;6104;84165003050;8416050;84165003050;Starzach;Gemeinde;64;gemeinschaftsangehörig;8;4353;Kreissparkasse Tübingen;12;KSK TU;0,015537529;0,004503392;0,003788061;0,023828982;0,008784738;0,004896126;0,003608797;0,017289661;0,000435419;0,00224088;5469187358
891;6105;84170013013;8417013;84170013013;Burladingen;Stadt;61;--;8;12239;Sparkasse Zollernalb;51;SK ZOL;0,011988182;0,005377689;0,002754409;0,02012028;0,009842695;0,004851998;0,001036248;0,015730941;0,001149963;0,002934747;3629108288
892;6106;84170025025;8417025;84170025025;Haigerloch;Stadt;61;--;8;10637;Sparkasse Zollernalb;51;SK ZOL;0,011988182;0,005377689;0,002754409;0,02012028;0,009842695;0,004851998;0,001036248;0,015730941;0,001149963;0,002934747;3629108288
893;6107;84170054054;8417054;84170054054;Rosenfeld;Stadt;61;--;8;6391;Sparkasse Zollernalb;51;SK ZOL;0,011988182;0,005377689;0,002754409;0,02012028;0,009842695;0,004851998;0,001036248;0,015730941;0,001149963;0,002934747;3629108288
894;6108;84175001010;8417010;84175001010;Bitz;Gemeinde;64;gemeinschaftsangehörig;8;3627;Sparkasse Zollernalb;51;SK ZOL;0,011988182;0,005377689;0,002754409;0,02012028;0,009842695;0,004851998;0,001036248;0,015730941;0,001149963;0,002934747;3629108288
